Data;Dia da Semana;Nome do Cliente;Número da Mesa;Quantidade de Pessoas;Tipo de Pedido;Sabor;Quantidade;Massa;Retirar Ingredientes;Adicionar Ingredientes Extras;Tipo de Bebida;Marca/Sabor da Bebida;Quantidade de Bebidas;Especificação da Bebida;Quantidade de Copos;Quantidade de Pratos;Forma de Pagamento;Pedido para Viagem
2024-11-18;Monday;Eduardo;19;15;Pizza;Mequi;7;Tradicional;Sem cebola;Queijo extra;"Cerveja;Refrigerante;Suco;Água";"Corona;Guaraná Antártica;Del Valle Laranja;Água com Gás";"30;15;15;30";"Com Gelo e Limão;Temperatura Ambiente;Com Gelo;Com Gelo e Limão";90;30;Pix;Sim
2024-11-18;Monday;Karen;34;1;Pizza;Banana com Canela;0;Tradicional;Sem chocolate;Morango extra;Refrigerante;Coca-Cola;1;Com Gelo;1;1;Cartão de Débito;Não
2024-11-18;Monday;Davi;5;8;Esfiha;Queijo;32;Fina;Nenhum;Nenhum;"Água;Suco";"Água Mineral;Suco de Frutas";"16;8";"Temperatura Ambiente;Sem Gelo";24;8;Cartão de Crédito;Não
2024-11-18;Monday;Otávio;43;15;Pizza;Bacon;7;Tradicional;Sem cebola;Queijo extra;"Cerveja;Refrigerante;Suco;Água";"Corona;Guaraná Antártica;Del Valle Laranja;Água com Gás";"30;15;15;30";"Com Gelo e Limão;Temperatura Ambiente;Com Gelo;Com Gelo e Limão";90;30;Pix;Sim
2024-11-18;Monday;Bernardo;5;15;Pizza;Banana com Canela;7;Tradicional;Sem chocolate;Morango extra;"Cerveja;Refrigerante;Suco;Água";"Corona;Guaraná Antártica;Del Valle Laranja;Água com Gás";"30;15;15;30";"Com Gelo e Limão;Temperatura Ambiente;Com Gelo;Com Gelo e Limão";90;30;Pix;Sim
2024-11-18;Monday;Tatiana;39;4;Pizza;Calabresa;2;Tradicional;Sem cebola;Queijo extra;Refrigerante;Fanta Laranja;4;Com Gelo;4;8;Dinheiro;Não
2024-11-18;Monday;Elena;16;15;Pizza;Portuguesa;7;Tradicional;Sem cebola;Catupiry extra;"Cerveja;Refrigerante;Suco;Água";"Corona;Guaraná Antártica;Del Valle Laranja;Água com Gás";"30;15;15;30";"Com Gelo e Limão;Temperatura Ambiente;Com Gelo;Com Gelo e Limão";90;30;Pix;Sim
2024-11-18;Monday;Leonardo;22;15;Pizza;Calabresa;7;Tradicional;Nenhum;Queijo extra;"Cerveja;Refrigerante;Suco;Água";"Corona;Guaraná Antártica;Del Valle Laranja;Água com Gás";"30;15;15;30";"Com Gelo e Limão;Temperatura Ambiente;Com Gelo;Com Gelo e Limão";90;30;Pix;Sim
2024-11-18;Monday;Heloísa;42;1;Pizza;Napoli ao Pesto;0;Recheada;Nenhum;Nenhum;Drink;Mojito;1;Sem Gelo;1;2;Cartão de Crédito;Não
2024-11-18;Monday;Quentin;22;3;Pizza;Queijo;1;Tradicional;Nenhum;Catupiry extra;Cerveja;Skol;6;Sem Gelo;6;6;Cartão de Crédito;Sim
2024-11-18;Monday;Otávio;40;9;Pizza;Marguerita;4;Fina;Nenhum;Bacon extra;"Suco;Refrigerante";"Del Valle Maracujá;Coca-Cola";"9;9";"Com Gelo e Limão;Com Gelo";18;18;Pix;Sim
2024-11-18;Monday;Leonardo;11;10;Pizza;Romeu e Julieta;5;Fina;Sem chocolate;Leite condensado extra;"Refrigerante;Água;Cerveja";"Fanta Laranja;Água com Gás;Antarctica";"10;20;20";"Com Gelo;Temperatura Ambiente;Temperatura Ambiente";50;10;Pix;Não
2024-11-18;Monday;Paulo;18;10;Pizza;Siciliana;5;Tradicional;Sem tomate;Nenhum;Refrigerante;Pepsi;10;Com Gelo e Limão;10;10;Pix;Sim
2024-11-18;Monday;Bruno;16;10;Pizza;Queijo;5;Tradicional;Sem queijo;Nenhum;Refrigerante;Pepsi;10;Com Gelo e Limão;10;10;Pix;Sim
2024-11-18;Monday;Ricardo;46;9;Pizza;Corleone;4;Fina;Nenhum;Cebola extra;"Suco;Refrigerante";"Del Valle Maracujá;Coca-Cola";"9;9";"Com Gelo e Limão;Com Gelo";18;18;Pix;Sim
2024-11-18;Monday;William;49;10;Pizza;Zucchini ao Pesto;5;Fina;Sem tomate;Queijo extra;Refrigerante;Guaraná Antártica;10;Sem Gelo;10;20;Cartão de Débito;Não
2024-11-18;Monday;Ricardo;12;10;Pizza;Vegetariana;5;Fina;Sem tomate;Queijo extra;Refrigerante;Guaraná Antártica;10;Sem Gelo;10;20;Cartão de Débito;Não
2024-11-18;Monday;Isaac;50;10;Pizza;Calabresa;5;Fina;Sem tomate;Nenhum;Refrigerante;Guaraná Antártica;10;Sem Gelo;10;20;Cartão de Débito;Não
2024-11-18;Monday;Nathan;13;8;Esfiha;Chocolate;32;Tradicional;Sem leite condensado;Leite condensado extra;"Suco;Vinho";"Del Valle Maracujá;Vinho Rosé";"8;4";"Com Gelo e Limão;Temperatura Ambiente";12;16;Pix;Não
2024-11-18;Monday;Paulo;16;8;Esfiha;Bacon;32;Tradicional;Sem cebola;Catupiry extra;"Suco;Vinho";"Del Valle Maracujá;Vinho Rosé";"8;4";"Com Gelo e Limão;Temperatura Ambiente";12;16;Pix;Não
2024-11-18;Monday;Otávio;50;4;Pizza;Baiana;2;Fina;Nenhum;Nenhum;Água;Água com Gás;8;Temperatura Ambiente;8;8;Cartão de Débito;Não
2024-11-18;Monday;Sabrina;33;10;Pizza;Pistache;5;Tradicional;Sem leite condensado;Morango extra;Refrigerante;Pepsi;10;Com Gelo e Limão;10;10;Pix;Sim
2024-11-18;Monday;Gustavo;36;2;Esfiha;Mequi;8;Tradicional;Sem tomate;Nenhum;Água;Água com Gás;4;Sem Gelo;4;2;Pix;Sim
2024-11-18;Monday;Tatiana;12;8;Esfiha;Corleone;32;Tradicional;Nenhum;Nenhum;"Suco;Vinho";"Del Valle Maracujá;Vinho Rosé";"8;4";"Com Gelo e Limão;Temperatura Ambiente";12;16;Pix;Não
2024-11-18;Monday;Elena;49;1;Esfiha;Queijo;4;Tradicional;Sem azeitonas;Nenhum;Cerveja;Heineken;2;Com Gelo e Limão;2;1;Dinheiro;Não
2024-11-18;Monday;Karen;14;8;Esfiha;Banana com Canela;32;Tradicional;Sem morango;Nenhum;"Drink;Suco";"Mojito;Suco Natural";"8;8";"Com Gelo e Limão;Com Gelo";16;8;Cartão de Débito;Sim
2024-11-18;Monday;Bernardo;13;3;Esfiha;Zucchini ao Pesto;12;Tradicional;Nenhum;Nenhum;Cerveja;Império Pilsen;6;Com Gelo e Limão;6;6;Dinheiro;Não
2024-11-18;Monday;Yasmin;36;8;Esfiha;Pepperoni;32;Tradicional;Nenhum;Catupiry extra;"Drink;Suco";"Mojito;Suco Natural";"8;8";"Com Gelo e Limão;Com Gelo";16;8;Cartão de Débito;Sim
2024-11-18;Monday;Quésia;20;4;Esfiha;Marguerita;16;Recheada;Nenhum;Queijo extra;Água;Água com Gás;8;Com Gelo e Limão;8;4;Cartão de Crédito;Não
2024-11-18;Monday;Sabrina;31;4;Esfiha;Napoli ao Pesto;16;Recheada;Nenhum;Nenhum;Água;Água com Gás;8;Com Gelo e Limão;8;4;Cartão de Crédito;Não
2024-11-18;Monday;Ana;46;8;Esfiha;Alho com Queijo;32;Tradicional;Sem tomate;Catupiry extra;"Suco;Vinho";"Del Valle Maracujá;Vinho Rosé";"8;4";"Com Gelo e Limão;Temperatura Ambiente";12;16;Pix;Não
2024-11-18;Monday;Karen;15;10;Pizza;Pepperoni;5;Tradicional;Sem tomate;Bacon extra;Refrigerante;Pepsi;10;Com Gelo e Limão;10;10;Pix;Sim
2024-11-18;Monday;Quésia;15;5;Esfiha;Alho com Queijo;20;Tradicional;Sem cebola;Nenhum;Água;Água Mineral;10;Com Gelo e Limão;10;5;Cartão de Crédito;Sim
2024-11-18;Monday;Bruno;40;4;Esfiha;Pistache;16;Tradicional;Sem chocolate;Chocolate extra;Refrigerante;Sprite;4;Sem Gelo;4;4;Cartão de Débito;Sim
2024-11-18;Monday;Igor;5;1;Pizza;Alho com Queijo;0;Fina;Nenhum;Catupiry extra;Água;Água com Gás;2;Com Gelo e Limão;2;1;Pix;Sim
2024-11-18;Monday;Ursula;4;6;Esfiha;Nutella;24;Tradicional;Sem chocolate;Chocolate extra;"Refrigerante;Água";"Guaraná Antártica;H2O";"6;12";"Com Gelo;Com Gelo";18;12;Pix;Sim
2024-11-18;Monday;Ana;40;6;Pizza;Alho com Queijo;3;Fina;Sem azeitonas;Nenhum;Suco;Del Valle Laranja;6;Sem Gelo;6;12;Cartão de Crédito;Sim
2024-11-18;Monday;Ximena;50;3;Esfiha;Bacon;12;Tradicional;Nenhum;Queijo extra;Refrigerante;Sprite;3;Sem Gelo;3;6;Transferência;Não
2024-11-18;Monday;Tatiana;44;6;Esfiha;Napolitana;24;Tradicional;Nenhum;Cebola extra;"Refrigerante;Água";"Guaraná Antártica;H2O";"6;12";"Com Gelo;Com Gelo";18;12;Pix;Sim
2024-11-18;Monday;Ricardo;32;6;Pizza;Mequi;3;Recheada;Sem queijo;Catupiry extra;"Água;Cerveja";"H2O;Antarctica";"12;12";"Sem Gelo;Com Gelo";24;6;Pix;Não
2024-11-18;Monday;Igor;4;4;Esfiha;Napolitana;16;Recheada;Sem cebola;Nenhum;Drink;Margarita;4;Sem Gelo;4;4;Cartão de Crédito;Não
2024-11-18;Monday;Miguel;47;3;Pizza;Vegetariana;1;Recheada;Sem queijo;Nenhum;Vinho;Vinho Rosé;1;Com Gelo e Limão;1;6;Cartão de Crédito;Não
2024-11-18;Monday;Olívia;7;6;Pizza;Napoli ao Pesto;3;Fina;Nenhum;Queijo extra;Suco;Del Valle Laranja;6;Sem Gelo;6;12;Cartão de Crédito;Sim
2024-11-18;Monday;Carlos;11;4;Esfiha;Pistache;16;Tradicional;Sem chocolate;Nenhum;Refrigerante;Guaraná Antártica;4;Com Gelo e Limão;4;4;Cartão de Crédito;Não
2024-11-18;Monday;Leonardo;11;4;Esfiha;Vegetariana;16;Tradicional;Nenhum;Nenhum;Refrigerante;Guaraná Antártica;4;Com Gelo e Limão;4;4;Cartão de Crédito;Não
2024-11-18;Monday;Rafaela;26;4;Esfiha;Vegetariana;16;Tradicional;Sem tomate;Nenhum;Refrigerante;Sprite;4;Sem Gelo;4;4;Cartão de Débito;Sim
2024-11-18;Monday;Tatiana;12;4;Pizza;Chocolate;2;Tradicional;Sem chocolate;Leite condensado extra;Cerveja;Heineken;8;Com Gelo e Limão;8;8;Cartão de Crédito;Não
2024-11-18;Monday;Ursula;39;3;Esfiha;Zucchini ao Pesto;12;Tradicional;Sem tomate;Nenhum;Refrigerante;Sprite;3;Sem Gelo;3;6;Transferência;Não
2024-11-19;Tuesday;Carlos;6;8;Pizza;Vegetariana;4;Fina;Sem tomate;Nenhum;Suco;Del Valle Maracujá;8;Sem Gelo;8;16;Cartão de Débito;Sim
2024-11-19;Tuesday;Otávio;50;7;Pizza;Queijo;3;Integral;Nenhum;Queijo extra;Refrigerante;Pepsi;7;Sem Gelo;7;14;Cartão de Débito;Sim
2024-11-19;Tuesday;Nina;7;15;Esfiha;Zucchini ao Pesto;60;Tradicional;Sem cebola;Cebola extra;"Refrigerante;Cerveja";"Pepsi;Antarctica";"15;30";"Com Gelo;Com Gelo e Limão";45;30;Cartão de Débito;Sim
2024-11-19;Tuesday;Ricardo;6;6;Pizza;Bacon;3;Recheada;Sem cebola;Queijo extra;Água;H2O;12;Temperatura Ambiente;12;6;Pix;Sim
2024-11-19;Tuesday;Carlos;26;7;Pizza;Chocolate;3;Integral;Sem chocolate;Nenhum;Refrigerante;Pepsi;7;Sem Gelo;7;14;Cartão de Débito;Sim
2024-11-19;Tuesday;Bernardo;10;15;Esfiha;Banana com Canela;60;Tradicional;Sem chocolate;Morango extra;"Refrigerante;Cerveja";"Pepsi;Antarctica";"15;30";"Com Gelo;Com Gelo e Limão";45;30;Cartão de Débito;Sim
2024-11-19;Tuesday;Miguel;23;10;Pizza;Frango com Queijo;5;Tradicional;Sem tomate;Queijo extra;Água;Água Sem Gás;20;Com Gelo;20;20;Cartão de Crédito;Não
2024-11-19;Tuesday;Miguel;50;4;Esfiha;Bacon;16;Tradicional;Sem azeitonas;Nenhum;Refrigerante;Guaraná Antártica;4;Com Gelo;4;8;Cartão de Crédito;Não
2024-11-19;Tuesday;Igor;46;8;Esfiha;Alho com Queijo;32;Tradicional;Sem tomate;Catupiry extra;"Suco;Cerveja";"Suco Natural;Antarctica";"8;16";"Com Gelo;Com Gelo e Limão";24;16;Dinheiro;Não
2024-11-19;Tuesday;Nathan;33;8;Pizza;Calabresa;4;Fina;Sem cebola;Nenhum;Suco;Del Valle Maracujá;8;Sem Gelo;8;16;Cartão de Débito;Sim
2024-11-19;Tuesday;Mariana;23;8;Esfiha;Pepperoni;32;Tradicional;Sem azeitonas;Queijo extra;"Suco;Cerveja";"Suco Natural;Antarctica";"8;16";"Com Gelo;Com Gelo e Limão";24;16;Dinheiro;Não
2024-11-19;Tuesday;Igor;49;6;Pizza;Zucchini ao Pesto;3;Recheada;Nenhum;Bacon extra;Água;H2O;12;Temperatura Ambiente;12;6;Pix;Sim
2024-11-19;Tuesday;Sabrina;10;8;Pizza;Romeu e Julieta;4;Fina;Sem chocolate;Morango extra;Suco;Del Valle Maracujá;8;Sem Gelo;8;16;Cartão de Débito;Sim
2024-11-19;Tuesday;Gustavo;41;8;Pizza;Zucchini ao Pesto;4;Fina;Sem azeitonas;Catupiry extra;Suco;Del Valle Maracujá;8;Sem Gelo;8;16;Cartão de Débito;Sim
2024-11-19;Tuesday;Daniela;48;8;Pizza;Nutella;4;Tradicional;Sem morango;Morango extra;Refrigerante;Fanta Laranja;8;Sem Gelo;8;16;Dinheiro;Sim
2024-11-19;Tuesday;Ursula;37;7;Esfiha;Banana com Canela;28;Tradicional;Nenhum;Leite condensado extra;Água;Água Mineral;14;Com Gelo;14;14;Pix;Não
2024-11-19;Tuesday;Olívia;41;7;Esfiha;Queijo;28;Tradicional;Nenhum;Queijo extra;Água;Água Mineral;14;Com Gelo;14;14;Pix;Não
2024-11-19;Tuesday;Miguel;26;8;Pizza;Alho com Queijo;4;Tradicional;Nenhum;Bacon extra;Refrigerante;Fanta Laranja;8;Sem Gelo;8;16;Dinheiro;Sim
2024-11-19;Tuesday;Felipe;46;5;Pizza;Pepperoni;2;Tradicional;Sem tomate;Bacon extra;Suco;Suco Natural;5;Sem Gelo;5;5;Pix;Não
2024-11-19;Tuesday;Ricardo;42;1;Esfiha;Calabresa;4;Tradicional;Nenhum;Cebola extra;Água;Água Mineral;2;Com Gelo e Limão;2;2;Cartão de Crédito;Sim
2024-11-19;Tuesday;Yasmin;2;8;Pizza;Baiana;4;Tradicional;Nenhum;Nenhum;Refrigerante;Fanta Laranja;8;Sem Gelo;8;16;Dinheiro;Sim
2024-11-19;Tuesday;Pietra;43;2;Pizza;Romeu e Julieta;1;Fina;Sem chocolate;Leite condensado extra;Suco;Del Valle Maracujá;2;Com Gelo;2;2;Cartão de Débito;Sim
2024-11-19;Tuesday;Nina;17;3;Esfiha;Calabresa;12;Tradicional;Sem tomate;Catupiry extra;Refrigerante;Pepsi;3;Com Gelo;3;3;Dinheiro;Não
2024-11-19;Tuesday;Felipe;8;5;Pizza;Calabresa;2;Tradicional;Sem tomate;Nenhum;Suco;Suco Natural;5;Sem Gelo;5;5;Pix;Não
2024-11-19;Tuesday;Leonardo;27;4;Esfiha;Napoli ao Pesto;16;Fina;Nenhum;Nenhum;Água;Água com Gás;8;Temperatura Ambiente;8;8;Pix;Sim
2024-11-19;Tuesday;Tatiana;32;10;Pizza;Romeu e Julieta;5;Tradicional;Sem leite condensado;Chocolate extra;Água;Água Sem Gás;20;Com Gelo;20;20;Cartão de Crédito;Não
2024-11-19;Tuesday;Otávio;30;4;Pizza;Corleone;2;Tradicional;Nenhum;Bacon extra;Refrigerante;Sprite;4;Sem Gelo;4;8;Dinheiro;Não
2024-11-19;Tuesday;Ana;44;5;Pizza;Banana com Canela;2;Tradicional;Nenhum;Morango extra;Refrigerante;Guaraná Antártica;5;Temperatura Ambiente;5;5;Dinheiro;Não
2024-11-19;Tuesday;Igor;17;5;Pizza;Mequi;2;Tradicional;Nenhum;Nenhum;Refrigerante;Guaraná Antártica;5;Temperatura Ambiente;5;5;Dinheiro;Não
2024-11-19;Tuesday;Fernanda;28;4;Esfiha;Pepperoni;16;Fina;Sem azeitonas;Nenhum;Suco;Del Valle Laranja;4;Com Gelo e Limão;4;4;Dinheiro;Sim
2024-11-19;Tuesday;Bernardo;21;4;Esfiha;Pistache;16;Fina;Nenhum;Nenhum;Suco;Del Valle Laranja;4;Com Gelo e Limão;4;4;Dinheiro;Sim
2024-11-19;Tuesday;Thiago;36;7;Pizza;Banana com Canela;3;Tradicional;Sem morango;Chocolate extra;"Cerveja;Drink";"Heineken;Mojito";"14;7";"Com Gelo;Com Gelo";21;7;Dinheiro;Não
2024-11-19;Tuesday;Ursula;1;7;Pizza;Alho com Queijo;3;Tradicional;Nenhum;Bacon extra;"Cerveja;Drink";"Heineken;Mojito";"14;7";"Com Gelo;Com Gelo";21;7;Dinheiro;Não
2024-11-19;Tuesday;Gustavo;32;7;Pizza;Napoli ao Pesto;3;Tradicional;Nenhum;Nenhum;"Cerveja;Drink";"Heineken;Mojito";"14;7";"Com Gelo;Com Gelo";21;7;Dinheiro;Não
2024-11-19;Tuesday;Ximena;31;7;Pizza;Napolitana;3;Tradicional;Nenhum;Cebola extra;"Cerveja;Drink";"Heineken;Mojito";"14;7";"Com Gelo;Com Gelo";21;7;Dinheiro;Não
2024-11-19;Tuesday;Eduardo;50;20;Esfiha;Marguerita;80;Tradicional;Sem queijo;Bacon extra;Água;Água Sem Gás;40;Com Gelo;40;40;Cartão de Crédito;Não
2024-11-19;Tuesday;Vinícius;19;15;Esfiha;Calabresa;60;Tradicional;Sem cebola;Catupiry extra;"Refrigerante;Cerveja";"Pepsi;Antarctica";"15;30";"Com Gelo;Com Gelo e Limão";45;30;Cartão de Débito;Sim
2024-11-19;Tuesday;Tatiana;17;2;Pizza;Alho com Queijo;1;Tradicional;Sem azeitonas;Catupiry extra;Suco;Del Valle Maracujá;2;Com Gelo e Limão;2;4;Cartão de Débito;Não
2024-11-19;Tuesday;Vinícius;6;2;Pizza;Pistache;1;Recheada;Sem morango;Morango extra;Cerveja;Skol;4;Com Gelo e Limão;4;4;Cartão de Crédito;Não
2024-11-19;Tuesday;Helena;47;2;Esfiha;Baiana;8;Fina;Nenhum;Catupiry extra;Refrigerante;Coca-Cola;2;Sem Gelo;2;4;Dinheiro;Não
2024-11-19;Tuesday;Ana;10;1;Esfiha;Queijo;4;Tradicional;Nenhum;Catupiry extra;Refrigerante;Sprite;1;Com Gelo e Limão;1;1;Cartão de Crédito;Não
2024-11-19;Tuesday;Daniela;46;1;Pizza;Chocolate;0;Sem Glúten;Sem chocolate;Nenhum;Cerveja;Heineken;2;Com Gelo;2;2;Cartão de Débito;Sim
2024-11-19;Tuesday;Daniela;19;10;Esfiha;Napoli ao Pesto;40;Fina;Sem cebola;Bacon extra;"Refrigerante;Suco";"Guaraná Antártica;Del Valle Laranja";"10;10";"Com Gelo;Com Gelo";20;10;Dinheiro;Não
2024-11-19;Tuesday;Igor;2;10;Esfiha;Romeu e Julieta;40;Fina;Nenhum;Nenhum;"Refrigerante;Suco";"Guaraná Antártica;Del Valle Laranja";"10;10";"Com Gelo;Com Gelo";20;10;Dinheiro;Não
2024-11-19;Tuesday;Otávio;29;10;Esfiha;Queijo;40;Fina;Sem tomate;Bacon extra;"Refrigerante;Suco";"Guaraná Antártica;Del Valle Laranja";"10;10";"Com Gelo;Com Gelo";20;10;Dinheiro;Não
2024-11-19;Tuesday;Eduardo;7;10;Esfiha;Pepperoni;40;Fina;Nenhum;Nenhum;"Refrigerante;Suco";"Guaraná Antártica;Del Valle Laranja";"10;10";"Com Gelo;Com Gelo";20;10;Dinheiro;Não
2024-11-19;Tuesday;Elena;46;3;Esfiha;Napoli ao Pesto;12;Recheada;Sem queijo;Queijo extra;Cerveja;Skol;6;Com Gelo;6;3;Pix;Sim
2024-11-19;Tuesday;Pietra;7;5;Pizza;Nutella;2;Fina;Nenhum;Chocolate extra;Água;Água com Gás;10;Com Gelo;10;10;Pix;Sim
2024-11-19;Tuesday;Nathan;37;5;Pizza;Napolitana;2;Fina;Sem tomate;Bacon extra;Água;Água com Gás;10;Com Gelo;10;10;Pix;Sim
2024-11-19;Tuesday;Gustavo;14;4;Esfiha;Romeu e Julieta;16;Tradicional;Sem morango;Chocolate extra;Suco;Suco Natural;4;Sem Gelo;4;4;Pix;Sim
2024-11-19;Tuesday;Cecília;2;6;Pizza;Pistache;3;Recheada;Sem leite condensado;Leite condensado extra;Água;H2O;12;Temperatura Ambiente;12;6;Pix;Sim
2024-11-19;Tuesday;William;31;12;Esfiha;Marguerita;48;Tradicional;Sem tomate;Bacon extra;"Água;Vinho;Cerveja;Refrigerante";"Água Sem Gás;Vinho Branco;Skol;Guaraná Antártica";"24;6;24;12";"Sem Gelo;Com Gelo;Com Gelo;Sem Gelo";66;24;Cartão de Crédito;Não
2024-11-19;Tuesday;Davi;32;12;Esfiha;Romeu e Julieta;48;Tradicional;Sem leite condensado;Morango extra;"Água;Vinho;Cerveja;Refrigerante";"Água Sem Gás;Vinho Branco;Skol;Guaraná Antártica";"24;6;24;12";"Sem Gelo;Com Gelo;Com Gelo;Sem Gelo";66;24;Cartão de Crédito;Não
2024-11-19;Tuesday;Lara;32;10;Pizza;Baiana;5;Tradicional;Sem azeitonas;Bacon extra;Água;Água Sem Gás;20;Com Gelo;20;20;Cartão de Crédito;Não
2024-11-19;Tuesday;Ricardo;50;10;Pizza;Queijo;5;Tradicional;Sem cebola;Nenhum;Água;Água Sem Gás;20;Com Gelo;20;20;Cartão de Crédito;Não
2024-11-19;Tuesday;Leonardo;15;7;Esfiha;Pepperoni;28;Recheada;Nenhum;Nenhum;Refrigerante;Fanta Laranja;7;Com Gelo;7;14;Cartão de Débito;Sim
2024-11-19;Tuesday;Ricardo;34;7;Esfiha;Nutella;28;Recheada;Sem chocolate;Leite condensado extra;Refrigerante;Fanta Laranja;7;Com Gelo;7;14;Cartão de Débito;Sim
2024-11-19;Tuesday;Olívia;12;7;Esfiha;Marguerita;28;Recheada;Sem cebola;Queijo extra;Refrigerante;Fanta Laranja;7;Com Gelo;7;14;Cartão de Débito;Sim
2024-11-19;Tuesday;Gabriel;50;12;Esfiha;Vegetariana;48;Tradicional;Sem cebola;Bacon extra;"Água;Vinho;Cerveja;Refrigerante";"Água Sem Gás;Vinho Branco;Skol;Guaraná Antártica";"24;6;24;12";"Sem Gelo;Com Gelo;Com Gelo;Sem Gelo";66;24;Cartão de Crédito;Não
2024-11-19;Tuesday;Daniela;42;20;Esfiha;Queijo;80;Tradicional;Nenhum;Catupiry extra;Água;Água Sem Gás;40;Com Gelo;40;40;Cartão de Crédito;Não
2024-11-19;Tuesday;Júlia;41;20;Esfiha;Napolitana;80;Tradicional;Sem cebola;Nenhum;Água;Água Sem Gás;40;Com Gelo;40;40;Cartão de Crédito;Não
2024-11-19;Tuesday;Pietra;45;2;Pizza;Bacon;1;Tradicional;Nenhum;Nenhum;Cerveja;Império Pilsen;4;Sem Gelo;4;2;Dinheiro;Sim
2024-11-19;Tuesday;Karen;5;4;Esfiha;Marguerita;16;Fina;Nenhum;Nenhum;Água;Água com Gás;8;Temperatura Ambiente;8;8;Pix;Sim
2024-11-19;Tuesday;Júlia;35;6;Pizza;Nutella;3;Sem Glúten;Sem chocolate;Leite condensado extra;"Refrigerante;Suco";"Coca-Cola;Del Valle Uva";"6;6";"Com Gelo e Limão;Com Gelo";12;12;Cartão de Crédito;Sim
2024-11-19;Tuesday;Ricardo;43;6;Pizza;Bacon;3;Sem Glúten;Sem cebola;Nenhum;"Refrigerante;Suco";"Coca-Cola;Del Valle Uva";"6;6";"Com Gelo e Limão;Com Gelo";12;12;Cartão de Crédito;Sim
2024-11-19;Tuesday;Bruno;20;6;Pizza;Alho com Queijo;3;Sem Glúten;Nenhum;Nenhum;"Refrigerante;Suco";"Coca-Cola;Del Valle Uva";"6;6";"Com Gelo e Limão;Com Gelo";12;12;Cartão de Crédito;Sim
2024-11-19;Tuesday;William;24;20;Esfiha;Nutella;80;Tradicional;Sem chocolate;Chocolate extra;Água;Água Sem Gás;40;Com Gelo;40;40;Cartão de Crédito;Não
2024-11-19;Tuesday;Gabriel;29;20;Esfiha;Corleone;80;Tradicional;Sem cebola;Cebola extra;Água;Água Sem Gás;40;Com Gelo;40;40;Cartão de Crédito;Não
2024-11-19;Tuesday;Ricardo;13;2;Pizza;Romeu e Julieta;1;Tradicional;Sem chocolate;Chocolate extra;Cerveja;Heineken;4;Temperatura Ambiente;4;2;Cartão de Débito;Sim
2024-11-19;Tuesday;Samuel;42;5;Pizza;Napoli ao Pesto;2;Fina;Sem azeitonas;Queijo extra;Água;Água com Gás;10;Com Gelo;10;10;Pix;Sim
2024-11-19;Tuesday;Lara;36;4;Esfiha;Siciliana;16;Tradicional;Sem cebola;Catupiry extra;Suco;Suco Natural;4;Sem Gelo;4;4;Pix;Sim
2024-11-19;Tuesday;Gabriel;30;8;Esfiha;Nutella;32;Tradicional;Sem morango;Leite condensado extra;"Suco;Cerveja";"Suco Natural;Antarctica";"8;16";"Com Gelo;Com Gelo e Limão";24;16;Dinheiro;Não
2024-11-19;Tuesday;Heloísa;5;5;Pizza;Bacon;2;Tradicional;Sem azeitonas;Nenhum;Refrigerante;Guaraná Antártica;5;Temperatura Ambiente;5;5;Dinheiro;Não
2024-11-19;Tuesday;Quentin;1;2;Esfiha;Bacon;8;Fina;Sem azeitonas;Catupiry extra;Suco;Del Valle Maracujá;2;Temperatura Ambiente;2;2;Cartão de Crédito;Não
2024-11-19;Tuesday;Davi;3;3;Pizza;Napoli ao Pesto;1;Tradicional;Sem cebola;Bacon extra;Refrigerante;Guaraná Antártica;3;Com Gelo e Limão;3;6;Cartão de Crédito;Não
2024-11-19;Tuesday;Lara;20;4;Pizza;Romeu e Julieta;2;Tradicional;Sem morango;Leite condensado extra;Refrigerante;Coca-Cola;4;Com Gelo e Limão;4;8;Pix;Não
2024-11-19;Tuesday;Paulo;19;2;Pizza;Banana com Canela;1;Recheada;Sem leite condensado;Nenhum;Cerveja;Império Pilsen;4;Sem Gelo;4;4;Dinheiro;Não
2024-11-19;Tuesday;Mariana;44;1;Esfiha;Mequi;4;Recheada;Sem cebola;Bacon extra;Cerveja;Heineken;2;Com Gelo e Limão;2;1;Vale Refeição;Não
2024-11-19;Tuesday;Felipe;23;6;Pizza;Alho com Queijo;3;Tradicional;Nenhum;Nenhum;Suco;Suco Natural;6;Com Gelo e Limão;6;6;Dinheiro;Sim
2024-11-19;Tuesday;William;7;10;Esfiha;Alho com Queijo;40;Tradicional;Sem azeitonas;Cebola extra;"Drink;Água";"Piña Colada;Água Mineral";"10;20";"Sem Gelo;Com Gelo e Limão";30;10;Dinheiro;Não
2024-11-19;Tuesday;Bruno;31;3;Esfiha;Nutella;12;Recheada;Nenhum;Leite condensado extra;Cerveja;Skol;6;Com Gelo;6;3;Cartão de Crédito;Sim
2024-11-19;Tuesday;Miguel;19;1;Esfiha;Romeu e Julieta;4;Fina;Sem leite condensado;Leite condensado extra;Vinho;Vinho Branco;0;Temperatura Ambiente;0;2;Pix;Não
2024-11-19;Tuesday;Ricardo;33;10;Esfiha;Banana com Canela;40;Tradicional;Sem chocolate;Chocolate extra;"Drink;Água";"Piña Colada;Água Mineral";"10;20";"Sem Gelo;Com Gelo e Limão";30;10;Dinheiro;Não
